"description","Overall Mean","Overall SE","Tumor Mean","Tumor Var","Tumor SE","Tumor Ng","Non-Tumor Mean","Non-Tumor Var","Non-Tumor SE","Non-Tumor Ng","SEpooled","t","df","p.x","fdr_p.x","Est","SE","p.y","fdr_p.y"
"Hydroxymethylpyrimidine kinase",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"Peroxiredoxin",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"Phosphomethylpyrimidine kinase",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"Phosphoribosylformylglycinamidine synthase",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"Ribonucleoside-diphosphate reductase",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"Thiamine-phosphate diphosphorylase",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"Threonine synthase",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"(R)-2-methylmalate dehydratase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"1,4-N-acetyl-D-galactosaminyltransferase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"2-hydroxymuconate tautomerase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"2-isopropylmalate synthase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"2-oxoacid oxidoreductase (ferredoxin)",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"3-isopropylmalate dehydratase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"3-oxoacyl-[acyl-carrier-protein] reductase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"4-hydroxy-3-polyprenylbenzoate decarboxylase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"4-hydroxy-tetrahydrodipicolinate synthase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Acetolactate synthase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Anthranilate synthase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Aryl-sulfate sulfotransferase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Assimilatory sulfite reductase (NADPH)",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Beta-ketoacyl-[acyl-carrier-protein] synthase II",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Coproporphyrinogen dehydrogenase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Cu(+) exporting ATPase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Cyclic pyranopterin phosphate synthase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Cystathionine beta-lyase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Dipeptidase E",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"DNA topoisomerase (ATP-hydrolyzing)",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Exodeoxyribonuclease VII",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Exopolyphosphatase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Ferrochelatase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Glycerol-3-phosphate 1-O-acyltransferase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Glycine--tRNA ligase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"GTP cyclohydrolase II",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Hydrogen:quinone oxidoreductase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Iron-chelate-transporting ATPase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"L(+)-tartrate dehydratase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Molybdopterin molybdotransferase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Pectate lyase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Phenylalanine--tRNA ligase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Phosphatidylserine decarboxylase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Phosphoglycolate phosphatase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Polar-amino-acid-transporting ATPase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Pyruvate carboxylase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Ribonuclease H",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Succinate dehydrogenase (quinone)",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Superoxide dismutase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Thioredoxin-disulfide reductase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Tryptophan synthase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Type I site-specific deoxyribonuclease",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"Undecaprenyl-diphosphooligosaccharide--protein glycotransferase",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"(2E,6E)-farnesyl diphosphate synthase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"(Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"(Kdo)(2)-lipid IV(A) (2-8) 3-deoxy-D-manno-octulosonic acid transferase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"(Kdo)(3)-lipid IV(A) (2-4) 3-deoxy-D-manno-octulosonic acid transferase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"[Acyl-carrier-protein] S-malonyltransferase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"[Formate-C-acetyltransferase]-activating enzyme",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"[Protein-PII] uridylyltransferase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"1-acylglycerol-3-phosphate O-acyltransferase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"1-aminocyclopropane-1-carboxylate deaminase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"1-deoxy-D-xylulose-5-phosphate reductoisomerase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"1-deoxy-D-xylulose-5-phosphate synthase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase",0.525316455696203,0.156479904204813,0.646153846153846,3.70096153846154,0.238616574911478,65,0.440860215053763,4.01005142589995,0.207650746535038,93,0.316317407613055,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309774834755,0.609769058678894,0.531592325320512,0.5316010843638
